Text Chunk,Start-End (s),Audio File,Matched PDF Sentence,Similarity Score,small_transcription,large_transcription,wer_small,wer_large
"Dari  sudut  sejarah,  hubungan  antara  tanah  melayu  dan  Singapore  sudah  diketahui  umum.  Singapore  menjadi  milik  johu  sehingga  lah  orang  inggris,  serstamford  refels  menabalkan  sultan  barn  dan  memperoleh  konsesi  yang  diragukan.",1966.38-1979.54,final_segments/seg_7_196638.mp3,"Singapura menjadi milik Johor sehinggalah orang Inggeris, Sir Stamford Raffles, menabalkan Sultan barn dan memperoleh konsesi yang diragu kan. Sultan tadi diketepikan apabila kegunaannya tidak ber manfaat lagi.",0.77," Dari sudut sejarah, hubungan antara tanah Melayu dan Singapura sudah diketahui umum. Singapura menjadi milik Johor sehinggalah orang Inggeris, Sir Stamford Raffles menabalkan Sultan Barne dan memperoleh konsisi yang diragukan."," Dari sudut sejarah, hubungan antara tanah Melayu dan Singapura sudah diketahui umum. Singapura menjadi milik Johor sehinggalah orang Inggeris, Sir Stamford Raffles, menabalkan Sultan Barn dan memperoleh konsesi yang diragukan.",0.36666666666666664,0.3
"Sultan  tadi  diketepikan  apabila  kegunaannya  tidak  bermanfaat  lagi,  sebab  utama  British  mengambil  alis  Singapore -elakrana  kelembahan  negri  johu.",1979.54-1988.66,final_segments/seg_7_197954.mp3,"Jika perubahan yang dicadangkan itu baik untuk negara dan untuk orang Melayu, sultan-sultan juga tidak akan menghalangnya.",0.724," Sultan tadi diketebikan apabila kegunaannya tidak bermantahat lagi, sebab utama British mengambil alih Singapura ialah kerana kelemahan negeri Jogo.", Sultan tadi diketepikan apabila kegunaannya tidak bermanfaat lagi. Sebab utama British mengambil alih Singapura ialah kerana kelemahan negeri Johor.,0.5,0.4444444444444444
"Tindakan  itu  tidak  bersangkut  paut  dengan  undang -undang,  hakikat  bahawa  sekatang  persamaan  pelajaran  dan  lain -lain,  jika  perkara  perkara  ini  kena  mengenai  lagi  sejarah  Singapore -el  dalam  tanah  melayu.",1989.16-1999.56,final_segments/seg_7_198916.mp3,"Misalnya, apabila seorang pegawai perhubungan UMNO di Pulau Pinang dipukul sehingga mati, Kerajaan telah berjaya menghalang satu tunjuk perasaan yang hendak diadakan.",0.793, Tindakan itu tidak bersangkut pahuk dengan undang-undang. Hakikat bahawa sekatang pesamaan pelajaran dan lain-lain. Jika perkara-perkara ini kena mengenai lagi sejarah Singapura dalam tanah Melayu., Tindakan itu tidak bersangkut-paut dengan undang-undang. Hakikat bahawa sekatang persamaan pelajaran dan lain-lain. Jika perkara-perkara ini kena mengena lagi sejarah Singapura dalam tanah Melayu.,0.3448275862068966,0.3793103448275862
"Oli  itu  tidak  ada  gundennya  bercakap  tentang  hubungan  sejarah  kedua -dua  sistem  kerajaan,  tentang  bahasa,  pentat  biran,  tentang  persamaan  pelajaran  dan  lain -lain.",1999.56-2009.36,final_segments/seg_7_199956.mp3,"Oleh itu tidak ada gunanya bercakap tentang hubungan sejarah kedua-dua sistem kerajaan, tentang bahasa, pentadbiran, ten-tang persamaan pelajaran dan lain-lan.",0.952," Oleh itu tidak ada gunanya bercakap tentang hubungan sejarah kedua-dua sistem kerajaan, tentang bahasa, pentadiran, tentang pesamaan pelajaran dan lain-lain."," Oleh itu tidak ada gunanya bercakap tentang hubungan sejarah kedua-dua sistem kerajaan, tentang bahasa, pentadbiran, tentang persamaan pelajaran dan lain-lain.",0.391304347826087,0.34782608695652173
"Jika  perkara  perkara  ini  penting  untuk  mempergeruhi  hubungan  antara  negara -negara,  maka  tentulah  yang  kunanya  dikatakan  negara -negara  Komanwil  British  itu  akan  menjadi  barisan  bersatu  yang  kuat.",2010.14-2021.04,final_segments/seg_7_201014.mp3,"Jika perkara-perkara ini penting untuk mem - pengaruhi hubungan antara negara-negara, maka tentulah yang kononnya dikatakan Negara-negara Komanwel British itu akan menjadi barisan bersatu yang kuat.",0.966," Jika perkara-perkara ini penting untuk mempengaruhi hubungan antara negara-negara, maka tentulah yang kunonnya dikatakan negara-negara Commonwealth British itu akan menjadi barisan bersatu yang kuat."," Jika perkara-perkara ini penting untuk mempengaruhi hubungan antara negara-negara, maka tentulah yang kunonnya dikatakan negara-negara Commonwealth British itu akan menjadi barisan bersatu yang kuat.",0.3333333333333333,0.3333333333333333
"Hakikatnya,  ilah  bahawa  sejarah  dibuat  oleh  manusia  dan  manusia  yang  membuat  sejarah  itu  biasanya  tidak  berpandukan  masa  lampau,  milahinkan  di  pandu  oleh  yang  ada  kaitanya  dalam  masa  hidup  mereka.",2021.04-2032.54,final_segments/seg_7_202104.mp3,"Hakikatnya ialah bahawa sejarah dibuat oleh manusia dan manusia yang membuat sejarah itu biasanya tidak berpandukan masa lampau, me - lainkan dipandu oleh yang ada kaitannya dalam masa hidup mereka.",0.966," Hakikatnya ialah bahawa sejarah dibuat oleh manusia dan manusia yang membuat sejarah itu biasanya tidak berpandukan masa lampau, milainkan dipandu oleh yang ada kaitannya dalam masa hidup mereka."," Hakikatnya ialah bahawa sejarah dibuat oleh manusia dan manusia yang membuat sejarah itu biasanya tidak berpandukan masa lampau, melainkan dipandu oleh yang ada kaitannya dalam masa hidup mereka.",0.20689655172413793,0.20689655172413793
"Oli  kerana  itu,  sejarah  boleh  diketepikan  apabila  kita  membuat  ramalan  mengenai  hubungan  masa  depan  di  antara  Malaysia  dan  Singapore.",2033.22-2040.44,final_segments/seg_7_203322.mp3,Oleh kerana itu sejarah boleh dikete pikan apabila kita membuat ramalan mengenai hubungan masa depan di antara Malaysia dan Singapura.,0.931," Oleh kerana itu, sejarah boleh diketebikan apabila kita membuat ramalan mengenai hubungan masa depan di antara Malaysia dan Singapura."," Oleh kerana itu, sejarah boleh diketepikan apabila kita membuat ramalan mengenai hubungan masa depan di antara Malaysia dan Singapura.",0.15789473684210525,0.10526315789473684
"Perkara  yang  sama  tidak  dapat  dikatakan  mengenai  ideologi,  ideologi  dan  sistem  kerajaan  sekarang  memainkan  peranan  yang  besar,  sama  ada  merapatkan  atau  merenggankan  negara -negara  berkenaan.",2040.44-2051.74,final_segments/seg_7_204044.mp3,"Ideologi dan sistem kerajaan sekarang memainkan peranan yang besar, sama ada merapatkan atau merenggangkan negara negara berke - naan.",0.94," Perkara yang sama tidak dapat dikatakan mengenai ideologi, ideologi dan sistem kerajaan sekarang memainkan peranan yang besar sama ada merapatkan atau merenggangkan negara-negara berkenaan."," Perkara yang sama tidak dapat dikatakan mengenai ideologi. Ideologi dan sistem kerajaan sekarang memainkan peranan yang besar, sama ada merapatkan atau merenggangkan negara-negara berkenaan.",0.16,0.16
Bujuknya  beberapa  bloc  negara  sebahagian  besarnya  disebabkan  oleh  ideologi  dan  sistem  kerajaan.,2052.42-2057.62,final_segments/seg_7_205242.mp3,Wujudnya beberapa blok negara sebahagian besarnya disebabkan oleh ideologi dan sistem kera - jaan.,0.922, Wujudnya beberapa bloc negara sebahagian besarnya disebabkan oleh ideologi dan sistem kerasa, Wujudnya beberapa blok negara sebahagian besarnya disebabkan oleh ideologi dan sistem kerabat.,0.16666666666666666,0.25
Malaysia  dan  Singapore  tidak  mempunyai  ideologi  atau  pun  dengan  cara  yang  agak  negatif  dapatlah  dikatakan  bahawa  ideologi  kedua -dua  boh  negara  ini  ilah  hujut  tanpa  ideologi.,2058.72-2068.84,final_segments/seg_7_205871.mp3,Malay sia dan Singapura tidak mempunyai ideologi — ataupun dengan cara yang agak negatif dapatlah dikatakan bahawa ideologi kedua-dua buah negara ini ialah wujud tanpa ideologi.,0.89, Malaysia dan Singapura tidak mempunyai ideologi ataupun dengan cara yang agak negatif dapatlah dikatakan bahawa ideologi kedua-dua buah negara ini ialah hujud tanpa ideologi., Malaysia dan Singapura tidak mempunyai ideologi ataupun dengan cara yang agak negatif dapatlah dikatakan bahawa ideologi kedua-dua buah negara ini ialah wujud tanpa ideologi.,0.3076923076923077,0.3076923076923077
"Persamaan  ini  sangatlah  penting,  jika  Singaporea  menjadi  negara  komunis  dan  kemungkinannya  menjadi  negara  komunis  masih  belum  hapus,  maka  Singaporea  akan  tidak  sesuai  lagi  dengan  Malaysia.",2068.84-2079.80,final_segments/seg_7_206884.mp3,"Jika Singapura menjadi negara komunis, dan kemungkinannya menjadi negara komunis masih belum hapus, maka Singapura akan tidak sesuai lagi dengan Malaysia.",0.866," Persamaan ini sangatlah penting, jika Singapura menjadi negara komunis dan kemungkinannya menjadi negara komunis masih belum hapus, maka Singapura akan tidak sesuai lagi dengan Malaysia."," Persamaan ini sangatlah penting. Jika Singapura menjadi negara komunis dan kemungkinannya menjadi negara komunis masih belum hapus, maka Singapura akan tidak sesuai lagi dengan Malaysia.",0.08,0.12
Tetapi  Singaporea  telah  memutuskan  untuk  memelihara  demokrasi  berpalimen  pada  zahirnya.  Singaporea  juga  prak  mati  dalam  pendekatannya  terhadap  berbagai  masalah.,2080.48-2089.34,final_segments/seg_7_208048.mp3,Tetapi Singapura telah memutuskan untuk meme lihara demokrasi berparlimen pada zahirnya.,0.855, Tetapi Singapura telah memutuskan untuk memelihara demokrasi berpabila men pada zahirnya. Singapura juga pragmatik dalam pendekatannya terhadap berbagai masalah., Tetapi Singapura telah memutuskan untuk memelihara demokrasi berparlimen pada zahirnya. Singapura juga pragmatik dalam pendekatannya terhadap berbagai masalah.,0.3157894736842105,0.2631578947368421
Singaporea  juga  dapat  betul -atas  dan  dalam  semua  perkara  ini  terdapat  bersamaan  dengan  Malaysia.,2089.34-2094.76,final_segments/seg_7_208934.mp3,Dalam semua perkara ini terdapat persamaan dengan Malaysia.,0.849, Singapura juga dapat betulah Anson. Dalam semua perkara ini terdapat pesamaan dengan Malaysia., Singapura juga dapat bertolak ansur. Dalam semua perkara ini terdapat persamaan dengan Malaysia.,0.35714285714285715,0.35714285714285715
Malaysia  adalah  negara  demokrasi  berpalimen.  Malaysia  juga  prak  mati  dan  dapat  betul -atas.,2095.36-2100.52,final_segments/seg_7_209536.mp3,Malaysia adalah negara demokrasi berparlimen.,0.902, Malaysia adalah negara demokrasi berpahlimen. Malaysia juga pragmatik dan dapat bertolakansi., Malaysia adalah negara demokrasi berparlimen. Malaysia juga pragmatik dan dapat bertolak ansur.,0.38461538461538464,0.38461538461538464
"Oleh  kranak  itu,  Malaysia  dan  Singaporea  boleh  menjadi  sahabat  baik,  rakan  dalam  perdagangan  dan  mungkin  juga  sekutu  dalam  waktu  perang  dan  waktu  damai.",2100.98-2109.36,final_segments/seg_7_210098.mp3,"Oleh kerana itu Malaysia dan Singapura boleh menjadi sahabat baik, rakan dalam perdagangan dan mungkin juga sekutu dalam waktu perang dan waktu damai.",0.944," Oleh kerana itu Malaysia dan Singapura boleh menjadi sahabat baik, rakan dalam perdagangan dan mungkin juga sekutu dalam waktu perang dan waktu damai."," Oleh kerana itu, Malaysia dan Singapura boleh menjadi sahabat baik, rakan dalam perdagangan dan mungkin juga sekutu dalam waktu perang dan waktu damai.",0.13043478260869565,0.08695652173913043
"Malangnya,  ideologi  dan  sistem  kerajaan  yang  dapat  mendekatkan  negara -negara  yang  terpisah  dari  segi  fizikal,  hilang  kesannya  apabila  negara -negara  tersebut  begitu  dekat  atau  pun  jiran  sebelah  menyebelah.",2110.02-2121.52,final_segments/seg_7_211002.mp3,"Malangnya, ideo logi dan sistem kerajaan yang dapat mendekatkan negara negara yang terpisah dari segi fizikal, hilang kesannya apabila negara- negara tersebut begitu dekat ataupun jiran sebelah menyebelah.",0.972," Malangnya, ideologi dan sistem kerajaan yang dapat mendekatkan negara-negara yang terpisah dari segi fizikal, hilang kesannya apabila negara-negara tersebut begitu dekat ataupun jiran sebelah menyebelah."," Malangnya, ideologi dan sistem kerajaan yang dapat mendekatkan negara-negara yang terpisah dari segi fizikal, hilang kesannya apabila negara-negara tersebut begitu dekat ataupun jiran sebelah menyebelah.",0.21428571428571427,0.21428571428571427
"Faktor  faktor  lain  yang  boleh  menyekat  persefahaman  bersama  menyenak  ideologi  sering  mencelah.  Di  Malaysia  dan  Singaporea,  pengaruh  bukan  ideologi  dan  pesamaan  sistem  kerajaan  diganggu  oleh  Faktor  Faktor  Kaum  dan  Personaliti  yang  timbul  oleh  sebab",2122.22-2136.34,final_segments/seg_7_212221.mp3,"Di Malaysia dan Singapura, pengaruh bukan-ideologi dan persamaan sistem kerajaan diganggu oleh faktor-faktor kaum dan personaliti yang timbul oleh sebab berhampiran.",0.882," Faktofaktol lain yang boleh menyekat persefahan bersama mengenai ideologi sering menjelah. Di Malaysia dan Singapura, pengaruh bukan ideologi dan persamaan sistem kerajaan diganggu oleh faktofaktok kaum dan personaliti yang timbul oleh sebab"," Faktor-faktor lain yang boleh menyekat persefahaman bersama mengenai ideologi sering mencelah. Di Malaysia dan Singapura, pengaruh bukan ideologi dan persamaan sistem kerajaan diganggu oleh faktor-faktor kaum dan personaliti yang timbul oleh sebab",0.2647058823529412,0.20588235294117646
berhampiran.  Singaporea  pada  dasarnya  negara  orang  China  mempunyai  Kaum  Kaum  Minority  dan  penduduknya  mempunyai  hubungan  Kaum  dengan  penduduk  di  Malaysia.,2136.34-2145.24,final_segments/seg_7_213634.mp3,"Singapura pada dasarnya neg - ara orang Cina mempunyai kaum-kaum minoriti, dan penduduknya mempunyai hubungan kaum dengan penduduk di Malaysia.",0.773, Singapura pada dasarnya nek ara orang China mempunyai kaum-kaum minoriti dan penduduknya mempunyai hubungan kaum dengan penduduk di Malaysia., Singapura pada dasarnya nek arah orang Cina mempunyai kaum-kaum minoriti dan penduduknya mempunyai hubungan kaum dengan penduduk di Malaysia.,0.35,0.4
"Sebaliknya,  Malaysia  adalah  negara  berbilang  Kaum  dan  kerana  itu  Malaysia  memandang  Singaporea  terutamanya  sebagai  negara  orang  China,  sedangkan  Singaporea  pula  menuduh  Malaysia  sebagai  negara  orang  melayu.",2145.24-2157.78,final_segments/seg_7_214523.mp3,"Sebaliknya, Malaysia adalah negara berbilang kaum dan kerana itu Malaysia memandang Singapura, terutamanya, sebagai negara orang Cina, sedangkan Singapura pula menuduh Malaysia sebagai negara orang Melayu.",0.956," Sebaliknya, Malaysia adalah negara berbilang kaum dan kerana itu Malaysia memandang Singapura, terutamanya sebagai negara orang China, sedangkan Singapura pula menuduh Malaysia sebagai negara orang Melayu."," Sebaliknya, Malaysia adalah negara berbilang kaum dan kerana itu Malaysia memandang Singapura, terutamanya sebagai negara orang Cina, sedangkan Singapura pula menuduh Malaysia sebagai negara orang Melayu.",0.07692307692307693,0.11538461538461539
"Saya  tidak  akan  membeli  pendirian  Singaporea  atau  pun  pendirian  Malaysia.  Tetapi  sikap  yang  diambil  oleh  kedua -dua  negara,  akibat  dari  kepecayaan -kepecayaan  ini  tidaklah  menggalakkan  hubungan  yang  baik.",2158.18-2169.52,final_segments/seg_7_215817.mp3,Saya tidak akan membela pendirian Singapura ataupun pen dirian Malaysia.,0.828, Saya tidak akan membeli pendirian Singapura ataupun pendirian Malaysia. Tetapi sikap yang diambil oleh kedua-dua negara akibat dari kepercayaan-kepercayaan ini tidaklah menggalakkan hubungan yang baik., Saya tidak akan membela pendirian Singapura ataupun pendirian Malaysia. Tetapi sikap yang diambil oleh kedua-dua negara akibat dari kepercayaan-kepercayaan ini tidaklah menggalakkan hubungan yang baik.,0.2857142857142857,0.32142857142857145
"Saya  berkata  kepada  pairamik  klap  bahawa  Singaporea  kerana  sakit  hati  disebabkan  perpisahan  yang  menghinekan  itu  tidak  pernah  melepaskan  peluang  untuk  memperkecilkan  Malaysia  sep  agai  negara  verudal,  pemburu  tidak  kekap  dan  dikuasai",2169.52-2183.98,final_segments/seg_7_216952.mp3,"Sesungguhnya memang diakui bahawa pembiakan seketu runan tidaklah berleluasa di dalam masyara - kat Melayu, namun tidak dapat dinafikan bahawa pembiakan begini adalah lebih kerap berlaku di ka - langan masyarakat Melayu kalau dibanding kan dengan kaum terbesar yang lain di Malaysia — iaitu masya rakat Cina.",0.826," Saya berkata kepada Pyramid Club bahawa Singapura kerana sakit hati disebabkan perpisahan yang menghinakan itu tidak pernah melepaskan peluang untuk memperkecilkan Malaysia sebagai negara feudal, pemboros, tidak cekap dan dikuasai."," Saya berkata kepada Pyramid Club bahawa Singapura, kerana sakit hati disebabkan perpisahan yang menghinakan itu, tidak pernah melepaskan peluang untuk memperkecilkan Malaysia sebagai negara feudal, pemboros, tidak cekap dan dikuasai.",0.3225806451612903,0.3548387096774194
"oleh  orang -orang  yang  tidak  layak  memelinta.  Tima  ini  dimahinkan  sepanjang  masa  melalui  akba,  radio  dan  TV  dan  di  semenanjung  Malaysia  pula,  sakit -bakit  penyokongpep  masih  meneruskan  pervincangan  yang  menjadi  punca  perpisahan  Singaporea",2183.98-2198.00,final_segments/seg_7_218398.mp3,"Tema ini dimainkan sepanjang masa melalui akhbar, radio dan TV dan di Semenanjung Malaysia pula saki baki penyokong PAP masih meneruskan perbincangan yang menjadi punca perpisahan Singapura dan Malaysia.",0.835," oleh orang-orang yang tidak layak memerintah. Tema ini dimainkan sepanjang masa melalui akba, radio dan TV dan di semenanjung Malaysia Pulau, Sakibaki penyokong PIP masih meneruskan pervincangan yang menjadi punca perpisahan Singapura"," oleh orang-orang yang tidak layak memerintah. Tema ini dimainkan sepanjang masa melalui akhbar, radio dan TV dan di semenanjung Malaysia pula, Saki Baki penyokong PIP masih meneruskan perbincangan yang menjadi punca perpisahan Singapura dan",0.30303030303030304,0.3939393939393939
"dan  Malaysia.  Sebagai  tindakan  balas,  Malaysia  seperti  kebiasanya  cuba  menimbulkan  soal  ke  tiadaan  demokrasi  tulin  di  Singaporea,  sistem  satu  parti  yang  diamalkannya  dan  kuasa  mudra  orang  China  di  Singaporea.",2198.00-2210.94,final_segments/seg_7_219800.mp3,"Sebagai tin dakan balas, Malaysia seperti kebiasaannya cuba menimbulkan soal keti - adaan demokrasi tulen di Singapura, sistem satu parti yang diamalkannya dan kuasa mutlak orang Cina di Singapura.",0.861," Sebagai tindakan balas, Malaysia seperti kebiasaannya cuba menimbulkan soal ketiadaan demokrasi tulin di Singapura, sistem satu parti yang diamalkannya dan kuasa muda orang China di Singapura."," Sebagai tindakan balas, Malaysia seperti kebiasaannya cuba menimbulkan soal ketiadaan demokrasi tulin di Singapura, sistem satu parti yang diamalkannya dan kuasa mudlak orang Cina di Singapura.",0.27586206896551724,0.3103448275862069
"Selain  daripada  salah  faham  ini,  terutamanya  disebabkan  oleh  komposisi  kaum,  peluangkan  kedua -dua  negara  ini  cukup  rapat  untuk  para  pemimpinya  kenal -menal  dengan  baik.",2211.42-2220.88,final_segments/seg_7_221142.mp3,"Selain daripada salah faham ini, terutamanya disebabkan oleh komposisi kaum, perhubungan kedua- dua negara ini cukup rapat untuk para pemimpinnya kenal mengenal dengan baik.",0.969," Selain daripada salah faham ini, terutamanya disebabkan oleh komposisi kaum, perhubungan kedua-dua negara ini cukup rapat untuk para pemimpinnya kenal-mengenal dengan baik."," Selain daripada salah faham ini, terutamanya disebabkan oleh komposisi kaum, perhubungan kedua-dua negara ini cukup rapat untuk para pemimpinnya kenal-mengenal dengan baik.",0.25,0.25
"Hubungan  peribadi  ini  malahan  lebih  rapat  disebabkan  oleh  peskutuan  dahulu.  Hubungan  ini  tentunya  dapat  memberikan  pesifahaman  yang  lebih  baik  di  antara  pemimpin -pemimpin  tadi,  tetapi  pertelingkahankah  pentingan  segera  menyebabkan  kedua -dua",2220.88-2234.94,final_segments/seg_7_222088.mp3,"Hubungan ini tentunya dapat memberikan persefahaman yang lebih baik di antara pemimpin-pemimpin tadi, tetapi pertelingkahan kepentingan segera menyebabkan kedua-dua pihak tidak dapat bersetuju antara satu sama lain.",0.87," Hubungan peribadi ini malahan lebih rapat disebabkan oleh persekutuan dahulu. Hubungan ini tentunya dapat memberikan persefahan yang lebih baik di antara pemimpin-pemimpin tadi, tetapi pertelingkahan kepentingan segera menyebabkan ke-22."," Hubungan peribadi ini malahan lebih rapat disebabkan oleh persekutuan dahulu. Hubungan ini tentunya dapat memberikan persefahaman yang lebih baik di antara pemimpin-pemimpin tadi, tetapi pertelingkahan kepentingan segera menyebabkan kedua-dua",0.25806451612903225,0.25806451612903225
pihak  tidak  dapat  beset  7  antara  satu  sama  lain.  Pertelingkahankah  pentingan  ini  menjadi  pertelingkahankahan  peribadi  yang  mempergai  cara  berfikir  pemimpin  di  kedua  belah  tambak  Johor.,2234.94-2245.52,final_segments/seg_7_223494.mp3,"Hubungan ini tentunya dapat memberikan persefahaman yang lebih baik di antara pemimpin-pemimpin tadi, tetapi pertelingkahan kepentingan segera menyebabkan kedua-dua pihak tidak dapat bersetuju antara satu sama lain.",0.773, Pertelingkahan kepentingan ini menjadi pertelingkahan peribadi yang mempengaruhi cara berfikir pemimpin di kedua belah tambat Johor., Pertelingkahan kepentingan ini menjadi pertelingkahan peribadi yang mempengaruhi cara berfikir pemimpin di kedua belah tambak Johor.,0.56,0.52
Pemerhati  yang  paling  optimistik  sekali  pun  tentunya  menganggap  perhubungan  di  antara  Malaysia  dan  Singaporea  sekarang  ini  tegang.,2245.52-2252.86,final_segments/seg_7_224552.mp3,Pemerhati yang paling optimistik sekali pun tentunya meng anggap perhubungan di antara Malaysia dan Singapura seka rang ini tegang.,0.967, Pemerhatian paling optimistik sekalipun tentunya menganggap perhubungan di antara Malaysia dan Singapura sekarang ini tegang., Pemerhati yang paling optimistik sekalipun tentunya menganggap perhubungan di antara Malaysia dan Singapura sekarang ini tegang.,0.29411764705882354,0.17647058823529413
"Nampaknya  jika  diingat  kembali,  Singaporea  tidak  faham  akan  makna  perpisahan  yang  di  pesetujuhi  oleh  pemimpin -pemimpin  mereka,  ataupun  Singapore  berharap  menyatai  Malaysia  semula  dalam  waktu  yang  agak  singkat.",2253.50-2264.90,final_segments/seg_7_225350.mp3,"Nampaknya jika diingat kembali, Singapura tidak faham akan makna perpisahan yang dipersetujui oleh pemimpin-pemimpin mereka, ataupun Singapura berharap menyertai Malaysia semula dalam waktu yang agak singkat.",0.916," Nampaknya jika diingat kembali, Singapura tidak faham akan makna perpisahan yang dipesetujui oleh pemimpin-pemimpin mereka, ataupun Singapura berharap menyetai Malaysia semula dalam waktu yang agak singkat."," Nampaknya jika diingat kembali, Singapura tidak faham akan makna perpisahan yang dipersetujui oleh pemimpin-pemimpin mereka, ataupun Singapura berharap menyertai Malaysia semula dalam waktu yang agak singkat.",0.25,0.25
Sama  ada  ini  berbankit  kerana  salah  tanggapan  ataupun  sebagai  harapan  tidak  ada  kesansian  bahawa  Singaporea  sebenarnya  tidak  mengkaji  syarat -sharat  perpisahan  itu  dengan  teliti.,2264.90-2275.46,final_segments/seg_7_226490.mp3,"Sama ada ini berbangkit kerana salah tanggapan ataupun sebagai harapan, tidak ada kesangsian bahawa Singapura sebenarnya tidak mengkaji syarat- syarat perpisahan itu dengan teliti.",0.925," Sama ada ini berbangkit kerana salah tanggapan ataupun sebagai harapan, tidak ada kesansian bahawa Singapura sebenarnya tidak mengkaji syarat-syarat perpisahan itu dengan teliti."," Sama ada ini berbangkit kerana salah tanggapan ataupun sebagai harapan, tidak ada kesangsian bahawa Singapura sebenarnya tidak mengkaji syarat-syarat perpisahan itu dengan teliti.",0.20833333333333334,0.25
Pemimpin -pemimpin  Singaporea  suka  benar  berkata  bahawa  mereka  tidak  pernah  berbuat  sesuatu  tanpa  membuat  perhitungan  terlebih  dahulu.,2276.18-2283.22,final_segments/seg_7_227617.mp3,Pemimpin-pemimpin Singapura suka benar berkata bahawa mereka tidak pernah berbuat sesuatu tanpa membuat perhitungan terlebih dahulu.,0.901, Pemimpin-pemimpin Singapura suka benda berkata bahawa mereka tidak pernah berbuat sesuatu tanpa membuat perhitungan terlebih dahulu., Pemimpin-pemimpin Singapura suka benar berkata bahawa mereka tidak pernah berbuat sesuatu tanpa membuat perhitungan terlebih dahulu.,0.23529411764705882,0.17647058823529413
"Dalam  soal  per  misahan  ini,  nampaknya  mereka  tidak  membuat  perhitungan  ataupun  membuatnya  secara  tidak  cermat.",2283.90-2289.52,final_segments/seg_7_228390.mp3,"Dalam soal pemisahan ini, nampaknya mereka tidak membuat perhitungan ataupun mem buatnya secara tidak cermat.",0.964," Dalam soal pemisahan ini, nampaknya mereka tidak membuat perhitungan ataupun membuatnya secara tidak cermat."," Dalam soal pemisahan ini, nampaknya mereka tidak membuat perhitungan ataupun membuatnya secara tidak cermat.",0.13333333333333333,0.13333333333333333
"Misalnya,  soal  penempatan  tenten  terhadis  Singaporea,  kemudian  ada  pula  perjanjian  meminta  bantuan  Malaysia  jika  sekiranya  berlaku  kacaubila  di  Singaporea.",2289.52-2298.74,final_segments/seg_7_228952.mp3,Kemudian ada pula perjanjian meminta bantuan Malaysia jika sekiranya berlaku kacau-bilau di Singapura.,0.801," Misalnya, soal penempatan tentera di Singapura. Kemudian ada pula perjanjian meminta bantuan Malaysia jika sekiranya berlaku kacau bilau di Singapura."," Misalnya, soal penempatan tentera di Singapura. Kemudian ada pula perjanjian meminta bantuan Malaysia jika sekiranya berlaku kacau bilau di Singapura.",0.3157894736842105,0.3157894736842105
System  keuangan  tidak  akan  berubah  dan  ada  berpuluh -puluh  lagi  perkara  lain  yang  sangat  penting  tetapi  Singaporea  sedikit  pun  tidak  pula  berusaha  menimbolkannya  sebelum  perpisahan  di  pesetujuhi.,2299.28-2309.68,final_segments/seg_7_229928.mp3,Sistem kewangan tidak akan berubah dan ada berpuluh- puluh lagi perkara lain yang sangat penting tetapi Singapura sedikit pun tidak pula berusaha menimbul - kannya sebelum perpisahan dipersetujui.,0.87, Sistem kewangan tidak akan berubah dan ada berpuluh-puluh lagi perkara lain yang sangat penting tetapi Singapura sedikit pun tidak pula berusaha menimbulkannya sebelum perpisahan di pesetujui., Sistem kewangan tidak akan berubah dan ada berpuluh-puluh lagi perkara lain yang sangat penting tetapi Singapura sedikit pun tidak pula berusaha menimbulkannya sebelum perpisahan dipersetujui.,0.25925925925925924,0.2962962962962963
"Apabila  Singaporea  seda  tentang  implicasi  dan  betapa  kekalnya  perpisahan  itu,  maka  pemimpin -pemimpinnya  pun  berubah  dan  menuka  haluan  ke  arah  berkonfrontasi  dengan  Malaysia.",2309.68-2320.30,final_segments/seg_7_230967.mp3,"Apabila Singapura cedar tentang implikasi dan betapa kekal nya perpisahan itu, maka pemimpin-pemim - pinnya pun berubah dan menukar haluan ke arah berkonfrontasi dengan Malaysia.",0.833," Apabila Singapura ceda tentang implicasi dan bertapa kekakunya perpisahan itu, maka pemimpin-pemimpinnya pun berubah dan menukar haluan ke arah berkonfrontasi dengan Malaysia."," Apabila Singapura cedah tentang implikasi dan betapa kekalnya perpisahan itu, maka pemimpin-pemimpinnya pun berubah dan menukar haluan ke arah berkonfrontasi dengan Malaysia.",0.30434782608695654,0.2608695652173913
Perjanjian -perjanjian  yang  di  pesetujuhi  bersama  telah  ditolak  oleh  pihak  Singaporea  tanpa  sebarang  rundingan  dan  penolakan  ini  dilakukan  dengan  cara  yang  hanya  boleh  dianggap  sebagai  kasa  dan  provokatif.,2321.14-2331.90,final_segments/seg_7_232114.mp3,"Perjanjian-perjanjian yang dipersetujui bersama telah ditolak oleh pihak Singapura tanpa sebarang rundingan, dan penolakan ini dilakukan dengan cara yang hanya boleh dianggap sebagai kasar dan provokatif.",0.919, Perjanjian-perjanjian yang dipesetujui bersama telah ditolak oleh pihak Singapura tanpa sebarang rundingan dan penolakan ini dilakukan dengan cara yang hanya boleh dianggap sebagai kasar dan provokati., Perjanjian-perjanjian yang dipersetujui bersama telah ditolak oleh pihak Singapura tanpa sebarang rundingan dan penolakan ini dilakukan dengan cara yang hanya boleh dianggap sebagai kasar dan provokatif.,0.25,0.21428571428571427
